length,digits,hyphens,brand_sim,suspicious_tld,keywords,domain,label
21,0,0,0.3077,0,0,shortcutsolutions.net,legit
34,0,1,0.381,0,0,worker-yonggekk.kpeppe.workers.dev,phishing
12,0,0,0.4,0,0,elboroom.com,legit
9,1,0,0.3636,0,0,myn2o.app,legit
13,0,1,0.3333,0,0,axa-bk.online,legit
13,4,0,0.3158,0,0,rotary2000.ch,legit
6,0,0,0.3333,0,0,lan.jp,legit
11,0,0,0.2222,0,0,jspi.edu.cn,legit
32,0,1,0.2632,0,0,goldeneslamm-vorderweidenthal.de,legit
18,0,0,0.4348,0,0,americasurveys.com,legit
31,0,0,0.3571,0,0,tarzgymsporfitnness.duckdns.org,phishing
9,1,0,0.25,0,0,l2p.co.uk,legit
21,0,0,0.2963,0,0,zenconnectplatform.nl,legit
10,0,0,0.3077,0,0,baozun.com,legit
20,0,0,0.3478,0,0,fondationhopitaux.fr,legit
17,0,0,0.4,0,0,lexpressiondz.com,legit
13,0,1,0.2667,0,0,over-link.net,legit
16,0,0,0.3333,0,0,xboxgamertag.com,legit
18,0,0,0.3333,0,0,commonobjective.co,legit
16,0,0,0.3333,0,0,dhakabank.com.bd,legit
17,0,0,0.3636,0,0,hunanfangxing.com,legit
44,7,3,0.186,0,0,yktpm52lkww-lhjndwur-1i4i7b-ykk44p.pages.dev,phishing
16,0,0,0.5263,0,0,callawaygolf.com,legit
13,0,0,0.375,0,0,zohopublic.jp,legit
16,0,0,0.5455,0,0,vestlandfylke.no,legit
9,1,0,0.3636,0,0,k9npr.com,legit
10,0,0,0.4615,0,0,infomil.nl,legit
12,0,0,0.5333,0,0,golodanie.su,legit
40,3,2,0.3243,0,0,magnificent-madeleine-4db4b6.netlify.app,phishing
19,0,0,0.3636,0,0,filmsexygratuit.com,legit
10,0,0,0.4615,0,0,nootica.it,legit
15,0,0,0.3333,0,0,cleanorigin.com,legit
11,4,0,0.3077,1,0,p1201nt.xyz,legit
16,0,0,0.3077,0,0,adbdoc.pages.dev,phishing
13,0,0,0.1538,0,0,jeetbuzz.live,legit
11,0,0,0.2857,0,0,feedmob.com,legit
13,0,0,0.5,0,0,appsapi.co.uk,legit
16,0,0,0.3333,0,0,pelotalibretv.su,legit
10,0,0,0.3636,1,0,cloa.click,legit
16,0,0,0.4545,0,0,multitransfer.ru,legit
9,1,0,0.0,0,0,k1.com.br,legit
15,0,0,0.5,0,0,wpsimplepay.com,legit
19,0,0,0.3333,0,0,fatihaltayli.com.tr,legit
9,0,0,0.2857,0,0,dttna.com,legit
14,0,0,0.4211,0,0,topickshop.com,legit
12,0,0,0.2667,0,0,ezhellas.com,legit
33,5,2,0.2963,0,0,papaya-gumdrop-58023b.netlify.app,phishing
13,0,0,0.3333,0,0,anonibxxx.com,legit
16,0,1,0.4706,0,0,people-cloud.com,legit
18,0,0,0.3158,0,0,slickwillies.co.uk,legit
17,0,0,0.2667,0,0,bloxvendas.com.br,legit
24,0,1,0.0,0,0,www.rdbn-sgrs.vercel.app,phishing
14,0,0,0.375,0,0,wheretoget.com,legit
12,0,0,0.4,0,0,lindachat.ru,legit
46,4,4,0.1951,0,0,pichincha-ecuador-2026--creditopich.replit.app,phishing
11,0,0,0.3529,0,0,buiocubo.it,legit
16,0,0,0.381,0,0,miamibeachfl.gov,legit
14,1,0,0.3158,0,0,xhwebsite5.com,legit
24,0,0,0.3846,0,0,americanschoolway.edu.co,legit
10,0,0,0.375,0,0,tarkett.rs,legit
19,0,0,0.3333,0,0,arrowheadpharma.com,legit
17,0,0,0.2727,0,0,accessibility.day,legit
29,3,2,0.3077,0,0,chic-dango-a98f0b.netlify.app,phishing
24,0,0,0.2759,0,0,countrygrowncannabis.com,legit
8,0,0,0.3077,0,0,gmcc.net,legit
9,0,0,0.2222,0,0,sku.ac.ir,legit
6,0,0,0.1667,0,0,ucc.mx,legit
11,0,0,0.4706,0,0,snapgram.io,legit
25,0,0,0.3704,0,0,internationalskeptics.com,legit
9,0,0,0.1818,0,0,kubii.com,legit
12,0,0,0.2857,0,0,pm.pr.gov.br,legit
17,0,0,0.381,0,0,hotelcalalonga.it,legit
18,0,0,0.4,0,0,facebook.webm.asia,phishing
23,0,0,0.3571,0,0,tureciboelectronico.com,legit
16,0,1,0.3636,0,0,cookery-store.ca,legit
8,0,0,0.3636,0,0,genet.cz,legit
17,3,1,0.2857,0,0,abadi777-vip.site,legit
17,2,0,0.3478,0,0,wappstarsdns25.nl,legit
13,0,0,0.4,0,0,travel.gov.gr,legit
19,0,0,0.5455,0,0,oralhealthgroup.com,legit
25,0,0,0.4615,0,0,arublo.fijibeekeepers.com,phishing
23,0,0,0.4138,0,0,studentenreisproduct.nl,legit
18,0,0,0.4348,0,0,mcecleanenergy.org,legit
8,0,0,0.2,0,0,hiby.com,legit
22,0,0,0.4167,0,0,piscinasyproductos.com,legit
16,0,0,0.381,0,0,dobbersports.com,legit
14,0,0,0.3529,0,0,airreserve.net,legit
17,0,0,0.4211,0,0,hcicolombo.gov.in,legit
16,3,0,0.2857,1,0,rajabotak141.xyz,legit
15,0,0,0.4,0,0,urochartehr.com,legit
14,0,0,0.4211,0,0,stormsedge.net,legit
23,0,0,0.4,0,0,innervisioncrystals.net,legit
20,3,0,0.2667,0,0,7d54cf.icefactory.cl,phishing
10,3,0,0.2857,0,0,reto777.co,legit
14,0,0,0.4211,0,0,jcvaonline.com,legit
13,0,0,0.4211,0,0,bemineland.ru,legit
11,0,0,0.4615,0,0,swiings.com,legit
13,1,1,0.3158,0,0,1xbet-site.co,legit
11,0,0,0.3529,0,0,cabaseku.jp,legit
19,0,0,0.381,0,0,infotechexpress.com,legit
15,0,0,0.4,0,0,francetoday.com,legit
14,0,0,0.4286,0,0,hailico.com.cn,legit
14,0,2,0.4,0,0,sai-zen-sen.jp,legit
15,0,0,0.5556,0,0,reallifemag.com,legit
32,0,2,0.3333,0,0,clone-whatsapp-nextjs.vercel.app,phishing
11,4,0,0.1667,0,0,r0g601p.com,legit
14,0,0,0.5333,0,0,infomatix.tech,legit
15,0,1,0.4,0,0,kit-tronics.net,legit
15,0,0,0.2857,0,0,smilebutiken.se,legit
25,0,3,0.4545,0,0,en-live--ledgre.pages.dev,phishing
8,0,0,0.2857,0,0,deely.ru,legit
17,0,0,0.0,0,0,www.roblox.com.am,phishing
12,1,0,0.3333,0,0,m2estudio.es,legit
15,0,0,0.4211,0,0,arenaromania.ro,legit
18,0,0,0.4545,0,0,littlegardenspa.vn,legit
16,0,0,0.3333,0,0,digitaltonto.com,legit
16,0,0,0.375,0,0,phimsexlife.blog,legit
15,0,0,0.25,0,0,cczoxicnwe.shop,legit
11,0,0,0.4,0,0,imgilall.me,legit
14,1,0,0.375,0,0,mantis2.com.au,legit
19,0,0,0.2727,0,0,hutsixdigital.co.uk,legit
18,0,0,0.4762,0,0,lbclightingpro.com,legit
18,0,0,0.5217,0,0,squattheplanet.com,legit
22,0,0,0.3636,0,1,login.referndrum.space,phishing
10,0,0,0.4615,0,0,bigboss.jp,legit
9,5,0,0.0,1,0,60865.xyz,phishing
13,0,0,0.375,0,0,promocodex.ru,legit
19,0,1,0.48,0,0,stalzone-monitor.ru,legit
19,0,0,0.3478,0,0,itsecuritynews.info,legit
12,0,0,0.4706,0,0,sandviks.com,legit
10,0,0,0.5,0,0,sciener.cn,legit
11,0,0,0.3077,0,0,greelly.com,legit
15,0,0,0.4,0,0,deaurora.com.my,legit
8,0,0,0.3636,0,0,earz.com,legit
10,0,0,0.4615,0,0,luggage.nu,legit
22,0,0,0.4545,0,0,elgallomasgallo.com.hn,legit
10,0,0,0.5,0,0,apelsin.su,legit
12,0,0,0.4444,0,0,ikazanets.ru,legit
24,0,0,0.3077,0,0,theglutenfreeblogger.com,legit
13,0,0,0.375,0,0,findsmiley.dk,legit
18,0,0,0.4,0,0,phoenixcollege.edu,legit
21,0,0,0.3478,0,0,playcloudservices.com,legit
14,0,0,0.4706,0,0,pokerstudio.uk,legit
31,4,0,0.2963,0,0,pemenangshopee7788.blogspot.com,phishing
17,0,0,0.3158,0,0,bijouxindiens.net,legit
13,0,0,0.4286,1,0,yaponskoe.xyz,legit
6,0,0,0.3333,0,0,rtc.cv,legit
13,0,0,0.4286,0,0,choralnet.org,legit
9,0,0,0.4,0,0,server.ro,legit
15,0,0,0.3529,0,0,catrinalabs.com,legit
7,0,0,0.3077,0,0,dice.pt,legit
10,0,0,0.4,0,0,bmtcad.com,legit
8,0,0,0.2,0,0,pixiv.me,legit
9,0,0,0.3333,0,0,flock.com,legit
16,0,0,0.3333,0,0,cagdassozluk.com,legit
13,0,0,0.4,0,0,vesglobal.org,legit
25,0,3,0.3636,0,0,en-us-dsk-ledgr.pages.dev,phishing
5,1,0,0.1818,0,0,3f.dk,legit
28,0,0,0.4375,0,0,strategicgrowthpartners.site,legit
36,1,2,0.303,0,0,prepared-salmon-cyd7dagr.edgeone.dev,phishing
14,0,0,0.2353,0,0,ktcloudcdn.com,legit
13,0,1,0.4444,0,0,isafe-net.com,legit
21,0,0,0.2963,0,0,athenaeumscheltema.nl,legit
14,0,1,0.4211,0,0,crisp-foam.com,legit
9,0,0,0.2667,0,0,rtveen.nl,legit
14,0,0,0.4615,0,0,theppra.org.za,legit
9,1,0,0.2857,0,0,p9.com.tw,legit
10,0,0,0.375,0,0,webakte.de,legit
10,2,0,0.1667,0,0,u76kyb.com,legit
18,0,0,0.2857,0,0,odjkopdj.pages.dev,phishing
11,0,0,0.375,0,0,rodovid.org,legit
13,0,0,0.5,0,0,infora.agency,legit
28,0,0,0.2857,0,1,facebookloginss.blogspot.com,phishing
16,0,1,0.3333,0,0,question-ksa.com,legit
11,0,0,0.4286,0,0,elliemd.com,legit
12,0,0,0.3333,0,0,desdelafe.mx,legit
14,0,1,0.2353,0,0,lordfilms-s.tv,legit
8,0,0,0.3333,0,0,kebco.co,legit
17,0,0,0.3158,0,0,globaldatalab.org,legit
13,9,0,0.0,1,0,889993679.xyz,legit
24,0,1,0.3448,0,0,clerkprod-cloudflare.net,legit
9,0,0,0.4,0,0,zarina.ua,legit
23,0,0,0.3478,0,0,colegiovizcainas.edu.mx,legit
8,0,0,0.3636,0,0,guess.cl,legit
13,0,0,0.3333,0,0,tigerchef.com,legit
28,7,0,0.2105,0,0,vmi3522209.contaboserver.net,phishing
16,0,0,0.4444,0,0,infopvirtual.com,legit
20,0,1,0.3846,0,0,bestattung-kroell.at,legit
9,0,0,0.5,0,0,nugget.ca,legit
11,1,0,0.4,0,0,dns6.gov.tt,legit
9,0,0,0.6,0,0,alice.org,legit
13,3,0,0.2222,0,0,shabu999s.net,legit
12,0,0,0.5714,0,0,signotec.com,legit
10,0,0,0.3077,0,0,youtube.lk,legit
13,1,0,0.3077,0,0,rohan2.global,legit
13,0,0,0.4615,0,0,ballda.online,legit
12,0,0,0.2857,0,0,wisegeek.com,legit
14,0,0,0.3158,0,0,watchmefly.net,legit
13,0,0,0.4444,0,0,pornblade.com,legit
44,0,3,0.3077,0,1,secure-email-portal-verification.edgeone.dev,phishing
11,0,0,0.4286,0,0,longdom.org,legit
11,0,0,0.3529,0,0,lakoshop.rs,legit
12,0,0,0.3529,0,0,mobiltna.com,legit
10,0,0,0.1667,0,0,wwf.org.hk,legit
25,0,1,0.381,0,0,ledger-liveusa.zapier.app,phishing
14,0,0,0.6667,0,0,esante.gouv.fr,legit
19,0,0,0.3333,0,0,columbiagasohio.com,legit
25,0,0,0.4286,0,0,nationalwindscreens.co.uk,legit
17,0,0,0.5263,0,0,onlinepianist.com,legit
15,0,0,0.4211,0,0,handballecke.de,legit
12,2,0,0.2667,0,0,member24.net,legit
14,0,0,0.4,0,0,luckycenter.nl,legit
13,0,0,0.5556,0,0,angeldear.com,legit
14,0,1,0.3,0,0,javan-music.ir,legit
23,0,0,0.3636,0,0,provedorspedynet.com.br,legit
13,0,1,0.375,0,0,on-divorce.fr,legit
15,1,0,0.4211,0,0,ca7careers.shop,legit
13,0,0,0.4,0,0,boyaagame.com,legit
13,0,0,0.3333,0,0,jawarauki.com,legit
13,0,0,0.25,0,0,extscloud.com,legit
44,6,3,0.2,0,0,ycgfn2ekqlo-msprqlos-4c3d2a-ycg33w.pages.dev,phishing
12,3,0,0.3529,0,0,mrbet888.com,legit
9,0,1,0.5,0,0,i-hunt.ca,legit
20,5,0,0.1818,0,0,30a787.icefactory.cl,phishing
13,5,0,0.1333,0,0,w8289vvi4.com,legit
11,1,1,0.3077,0,0,vps-vs1.com,legit
11,0,0,0.375,0,0,dexatel.com,legit
14,0,0,0.4444,0,0,pornobolt.mobi,legit
13,2,0,0.4,1,0,moon61mes.top,legit
16,0,0,0.381,0,0,heartkrafted.com,legit
13,0,0,0.3333,0,1,securepim.com,legit
10,0,0,0.375,0,0,picflow.io,legit
20,0,0,0.3,0,0,yellowdooreats.co.uk,legit
10,0,0,0.4286,0,0,zwieger.pl,legit
19,0,2,0.3333,0,0,bet-winner-live.com,legit
9,0,0,0.3636,0,0,venmo.com,legit
19,0,1,0.4167,0,0,altitude-sports.com,legit
17,0,0,0.3,0,0,belleandblush.com,legit
32,3,1,0.2581,0,0,formulariorapido144-ai.github.io,phishing
10,0,0,0.4,0,0,akak.space,legit
23,0,0,0.32,0,0,localfoodconnect.org.au,legit
6,1,0,0.1667,0,0,cc0.cn,legit
11,0,0,0.4615,0,0,molbase.net,legit
16,0,0,0.4,0,0,albaeditorial.es,legit
21,0,1,0.3077,0,0,blox-fruitscripts.com,legit
13,0,0,0.4,0,0,lootcrate.com,legit
13,0,0,0.3333,0,0,nerdywave.com,legit
18,0,0,0.2857,0,0,litchfieldcavo.com,legit
7,0,0,0.4,0,0,heol.hu,legit
25,0,0,0.2963,0,0,flordecactoconcept.com.br,legit
10,0,0,0.375,0,0,harkhan.ir,legit
31,0,2,0.3571,0,0,eng-ledgerlive-downld.pages.dev,phishing
11,0,0,0.375,0,0,univair.com,legit
11,0,0,0.6154,0,0,cpasmal.rip,legit
18,0,0,0.4167,0,0,taschengelddieb.de,legit
22,0,0,0.2963,0,0,oklahomafarmreport.com,legit
13,0,0,0.6154,0,0,nonstop.co.il,legit
14,0,0,0.375,0,0,didiglobal.com,legit
37,8,4,0.1667,0,0,2g1ve-ff0uyf-3zt5la-343-trn.pages.dev,phishing
13,0,0,0.4211,0,0,sychrovnet.cz,legit
9,0,0,0.4444,0,0,bay.co.th,legit
15,0,1,0.4762,0,0,mir-stalkera.ru,legit
30,0,0,0.2857,0,0,biblicalcounselinginsights.com,legit
14,0,0,0.4,0,0,feniralstat.us,phishing
28,0,0,0.2424,0,0,redbulltrackclubpakistan.com,legit
9,0,0,0.4286,0,0,mdsol.com,legit
40,0,0,0.3333,0,0,globalproseoleadgenerationpromotion.shop,legit
10,0,0,0.4615,0,0,nvprint.ru,legit
8,0,0,0.5455,0,0,baagl.de,legit
11,0,0,0.375,0,0,daicome.com,legit
8,1,0,0.3077,0,0,c2es.org,legit
13,0,0,0.5263,0,0,maximomoto.pt,legit
17,0,0,0.3529,0,0,worldmemory.co.kr,legit
14,0,0,0.4211,0,0,databrasil.net,legit
18,0,1,0.4,0,0,mindstudio-api.com,legit
22,0,1,0.3571,0,0,mh-gartengestaltung.de,legit
11,1,1,0.25,1,0,nm-cdn7.top,legit
12,0,0,0.4706,0,0,killstar.com,legit
16,0,0,0.375,0,0,faccebook.com.vn,phishing
16,0,0,0.4444,0,0,battlenet.com.cn,legit
12,2,0,0.3077,0,0,lemb90bn.com,legit
9,0,1,0.3636,0,0,cn-gp.com,legit
18,1,0,0.2,0,0,dbsporxxxw1box.com,legit
20,4,0,0.1333,0,0,bc7506.icefactory.cl,phishing
10,2,0,0.3636,0,0,care26.com,legit
34,6,1,0.3125,0,0,verication-casefb562291.vercel.app,phishing
23,0,0,0.4286,0,0,stimulusadvertising.com,legit
11,0,0,0.4286,0,0,pokazuha.ru,legit
15,0,0,0.4286,0,0,prodamus.online,legit
13,0,0,0.3077,0,0,clocky.com.ar,phishing
10,0,0,0.2667,0,0,dirimg.com,legit
11,0,0,0.3636,0,0,barc.gov.in,legit
10,0,0,0.3333,0,0,sdcity.edu,legit
16,0,0,0.5263,0,0,bilzenhoeselt.be,legit
16,0,0,0.3529,0,0,happycarsusa.com,legit
9,0,0,0.6667,0,0,indors.it,legit
11,0,0,0.25,0,0,hxchess.com,legit
24,0,0,0.381,0,0,geniusnaledi.netlify.app,phishing
8,0,0,0.4,0,0,dalap.sk,legit
13,2,0,0.4286,0,0,xnxxapp04.com,legit
18,0,0,0.3,0,0,sosyalhalisaha.com,legit
14,0,0,0.5,0,0,zalando.online,legit
16,0,0,0.4444,0,0,sportsdigita.com,legit
13,0,0,0.4286,0,0,hospiway.info,legit
10,0,0,0.4,0,0,enet.vn.ua,legit
29,2,0,0.3636,0,1,instagramlogin77.blogspot.com,phishing
29,3,0,0.2222,0,0,ps0bdkv8fnmudfd7ij.vercel.app,phishing
18,2,0,0.0,0,0,xwu5qq3v.pages.dev,phishing
10,0,0,0.3333,0,0,oopbuy.com,legit
18,0,0,0.4444,0,0,growershouse.co.uk,legit
20,0,0,0.4348,0,0,palaciodelblumer.com,legit
11,0,1,0.4286,0,0,ram-rho.com,legit
20,0,0,0.4348,0,0,lifechronicles.co.uk,legit
15,0,0,0.4444,0,0,houcalendar.com,legit
14,0,2,0.375,0,0,mc-int-dns.org,legit
13,0,0,0.4444,0,0,curiocity.com,legit
15,0,1,0.3529,0,0,hotel-roma.info,legit
10,0,0,0.4444,0,0,page.place,legit
9,0,0,0.5,0,0,radios.hr,legit
10,0,0,0.375,0,0,betaset.fr,legit
16,0,0,0.4,0,0,city.kawasaki.jp,legit
21,0,0,0.4286,0,0,hbabyaqq.blogspot.com,phishing
14,0,0,0.4,0,0,pairedlife.com,legit
12,0,1,0.3333,0,0,agama-sex.cz,legit
14,0,0,0.375,0,0,bbipjqiaqy.cfd,legit
20,0,0,0.3077,0,0,foodservicedirect.us,legit
21,0,2,0.32,0,0,elite-cars-leasing.ro,legit
8,0,0,0.4286,0,0,datev.it,legit
6,0,0,0.1667,0,0,mmv.kr,legit
12,0,0,0.5333,0,0,alimebot.com,legit
12,0,0,0.4286,0,0,senet.online,legit
18,0,0,0.381,0,0,protradingroom.com,legit
20,0,3,0.3478,0,0,fairy-tail-jut-su.ru,legit
14,0,0,0.4211,0,0,cyrexstore.com,legit
17,0,0,0.5,0,0,domainshosting.gr,legit
12,3,0,0.1538,0,0,158jixie.com,legit
10,0,0,0.4,0,0,nbtsay.com,legit
9,0,0,0.5333,0,0,cicero.de,legit
9,0,0,0.3077,0,0,dawn.wine,legit
17,0,0,0.3478,0,0,novatechvector.nl,legit
21,0,1,0.3846,0,0,commander-systems.com,legit
12,0,1,0.2667,0,0,trifon-mg.ru,legit
16,0,0,0.4,0,0,thelockerroom.uk,phishing
25,0,0,0.2857,0,0,firefighterclosecalls.com,legit
9,0,0,0.5,0,0,photar.ru,legit
13,0,0,0.2667,0,0,medmed.com.cn,legit
15,0,0,0.4444,0,0,gamblineers.com,legit
13,0,0,0.4,0,1,signin.broker,phishing
20,6,0,0.0,0,0,236502.icefactory.cl,phishing
35,0,5,0.3226,0,0,en-ledgr--desktop-io-legr.pages.dev,phishing
12,0,0,0.4,0,0,elephorm.com,legit
12,0,0,0.1818,0,0,belfix.co.uk,legit
14,0,0,0.5,0,0,axafundusze.pl,legit
12,0,0,0.3529,0,0,teamwork.com,legit
8,2,0,0.1429,0,0,fkk24.de,legit
15,3,0,0.375,1,0,casino373q.buzz,legit
19,0,0,0.3333,0,0,askindenizcilik.com,legit
15,0,0,0.3158,0,0,helmetracing.in,legit
7,0,0,0.4444,0,0,ono.com,legit
20,0,2,0.381,0,0,hotels-in-naples.com,legit
8,0,0,0.3636,0,0,jpmob.jp,legit
18,0,0,0.2857,0,0,bbkperformance.com,legit
15,0,0,0.4,0,0,pistonheads.com,legit
17,0,0,0.1111,0,0,khdhdjyfdjhy.info,legit
15,0,0,0.4444,0,0,gobbledygook.uk,phishing
9,0,0,0.2857,0,0,zgjct.com,legit
9,0,1,0.2,0,0,ws-gp.com,legit
14,3,0,0.3158,0,0,c807xpress.com,legit
14,0,0,0.375,0,0,harvardjol.com,legit
16,0,0,0.4211,0,0,sultraprov.go.id,legit
15,0,0,0.4,0,0,knowderland.com,legit
11,0,0,0.4,0,0,ameli.co.kr,legit
9,1,0,0.1333,0,0,budu5v.ru,legit
19,0,0,0.3333,0,0,hyperters.github.io,phishing
12,0,0,0.5,0,0,persgroep.be,legit
11,0,0,0.4615,0,0,pleiades.io,legit
9,0,0,0.2857,0,0,rutrk.org,legit
16,0,0,0.4,0,0,bikeology.com.au,legit
12,0,0,0.4286,0,0,cpnorton.com,legit
10,3,0,0.0,0,0,567kbv.com,legit
15,0,0,0.4706,0,0,baykalodeme.com,legit
16,0,0,0.4762,0,0,punterplanet.com,legit
23,0,1,0.4138,0,0,assistance-juridique.ca,legit
18,0,0,0.5,0,0,cgtransport.gov.in,legit
8,0,0,0.3333,0,0,xdigr.cz,legit
22,0,1,0.3704,0,0,careem-engineering.com,legit
12,0,0,0.4706,0,0,bitpanel.vip,legit
20,0,0,0.4,0,0,compassassociate.com,legit
6,0,0,0.25,0,0,bi.edu,legit
11,0,0,0.5,0,0,alogent.com,legit
11,0,0,0.5,0,0,pulsepx.com,legit
11,0,0,0.3529,0,0,quotenet.nl,legit
13,3,0,0.375,0,0,lord279eo.mom,legit
22,0,0,0.32,0,0,topsurreycareers.co.uk,legit
10,0,1,0.4286,0,0,alag-in.jp,legit
11,0,0,0.4615,0,0,playtime.ph,legit
6,0,0,0.25,0,0,max.se,legit
11,0,0,0.4615,0,0,naplopok.hu,legit
10,6,0,0.0,0,0,881903.com,legit
13,0,0,0.4211,0,0,freelancer.sg,legit
7,0,0,0.25,0,0,asm.org,legit
19,0,0,0.3333,0,0,poundingtherock.com,legit
13,3,0,0.2667,0,0,yyrrp646m.com,legit
11,0,0,0.2222,0,0,hopi.com.tr,legit
11,0,0,0.4615,0,0,kallyas.net,legit
9,0,0,0.4,0,0,scouts.ca,legit
10,3,0,0.1818,0,0,o3m5p7.com,legit
13,0,1,0.2667,0,0,ueno-mori.org,legit
15,0,0,0.4706,0,0,mangoreport.com,legit
15,0,1,0.3333,0,0,vtb-leasing.com,legit
10,1,0,0.375,0,0,r7store.id,legit
17,0,0,0.3158,0,0,porttarragona.cat,legit
17,0,1,0.7826,0,0,ayto-santander.es,legit
16,0,0,0.3529,0,0,shoutout.wix.com,phishing
22,0,0,0.3571,0,0,vanhoofuitvaartzorg.be,legit
13,9,0,0.0,1,0,889993363.xyz,legit
10,0,0,0.375,0,0,hangjam.ai,legit
23,0,1,0.3448,0,0,aachener-nachrichten.de,legit
12,0,0,0.4,0,0,calibour.com,legit
10,0,0,0.3333,0,0,gkhural.ru,legit
9,0,0,0.4,0,0,petco.com,legit
25,0,0,0.2963,0,0,underwaterphotography.com,legit
16,0,0,0.4444,0,0,moonpaycloud.com,legit
11,0,0,0.5,0,0,fygsoft.com,legit
7,0,0,0.4615,0,0,stin.cc,legit
18,3,0,0.3478,0,0,911interactive.com,legit
40,0,3,0.303,0,1,secure-ledgrolive-us-learn.typedream.app,phishing
20,0,0,0.3333,0,0,guiavilavelha.com.br,legit
11,0,0,0.2222,0,0,clii.com.cn,legit
18,0,1,0.3478,0,0,catholic-pages.com,legit
23,0,0,0.4615,0,0,payment.gobbledygook.uk,phishing
20,0,0,0.2727,0,0,brightersuper.com.au,legit
11,3,0,0.125,0,0,jfhu844.com,legit
16,0,0,0.375,0,0,benuatotob.store,legit
30,5,0,0.1818,0,0,rk736emkhm5c2.stellarspace.cfd,phishing
20,0,1,0.3077,0,0,webimbiss-domains.de,legit
14,0,0,0.4211,0,0,uzmanparca.com,legit
15,0,0,0.375,0,0,meadowcore.tech,legit
13,0,0,0.4286,0,0,sexplayed.com,legit
10,0,0,0.25,0,0,esi.com.ua,legit
14,0,1,0.3158,1,0,doeda-sown.xyz,legit
11,0,0,0.4,0,0,squibler.io,legit
19,0,0,0.4,0,0,magiccasinoworld.nl,legit
22,3,1,0.2857,0,0,ryan237-hash.github.io,phishing
12,0,0,0.4444,0,0,autocarmy.ru,legit
34,7,4,0.2424,0,0,0ath-2cu2n-fzd-z795c-i7y.pages.dev,phishing
9,1,1,0.1429,0,0,4d-dc.com,legit
17,0,0,0.375,0,0,outershoes.com.br,legit
11,0,0,0.4615,0,0,sportra.app,legit
14,0,0,0.4,0,0,misterminit.eu,legit
12,0,0,0.4706,0,0,palantir.net,legit
15,0,1,0.3333,0,0,haag-streit.com,legit
14,3,0,0.25,0,0,lf84dnsr8d.cfd,legit
18,0,0,0.4,0,0,monsieurgeorge.com,legit
14,0,0,0.3158,0,0,tracksolid.com,legit
11,0,0,0.4286,0,0,inbgroup.pl,legit
36,8,4,0.1143,0,0,90j-uvez2-k7d1-pxkim8-c1m5.pages.dev,phishing
22,0,0,0.3704,0,0,discoveryinsurance.com,legit
24,0,2,0.381,0,0,en-ledger-apps.pages.dev,phishing
6,0,0,0.4444,0,0,nsi.ru,legit
7,0,0,0.4,0,0,wlpo.jp,legit
17,0,0,0.0,0,0,www.roblox.com.bn,phishing
19,0,0,0.5833,0,0,saintkaterikofc.org,phishing
13,0,0,0.3333,0,0,abcbourse.com,legit
13,0,0,0.4444,0,0,geisinger.org,legit
10,0,0,0.4615,0,0,hostdon.jp,legit
14,0,0,0.4706,0,0,logitgroup.com,legit
12,0,1,0.5714,0,0,gnu-host.net,legit
9,3,0,0.1667,0,0,hs69i5.cn,legit
21,0,1,0.32,0,0,spolehlive-servery.cz,legit
10,0,0,0.4615,0,0,yaklass.ru,legit
11,0,0,0.4286,0,0,lopinion.fr,legit
12,0,0,0.3333,0,0,miyama.lg.jp,legit
10,0,0,0.1667,0,0,fdc.com.cn,legit
12,0,0,0.3333,0,0,watchtime.in,legit
9,0,0,0.4615,0,0,gamers.de,legit
14,0,0,0.4,0,0,codescoring.ru,legit
14,0,0,0.375,0,0,nicepigeon.com,legit
10,0,0,0.2857,0,0,mfjko.info,legit
13,0,0,0.3333,0,0,freddybot.com,legit
19,0,0,0.32,0,0,dailybonuschoice.uk,legit
14,0,0,0.5,0,0,fakturirane.bg,legit
8,0,0,0.2222,0,0,wedi.net,legit
42,1,2,0.2632,0,0,facebook-verification-system3.blogspot.com,phishing
12,0,0,0.4286,0,0,indiantw.com,legit
21,0,0,0.4348,0,0,francocantimes.online,phishing
12,0,0,0.2857,0,0,zhizhuip.com,legit
11,0,0,0.4615,1,0,wtgplay.xyz,legit
17,0,1,0.4348,0,0,arcanite-infra.ch,legit
18,2,0,0.2667,0,0,mikegm19.github.io,phishing
18,0,0,0.3158,0,0,rhrealitycheck.org,legit
10,0,1,0.2,0,0,z-lib.best,legit
15,0,0,0.4,0,0,alphabrands.one,legit
16,0,0,0.4706,0,0,lojaspompeia.com,legit
31,0,2,0.3571,0,0,conect-ledgrcom-guide.pages.dev,phishing
9,0,0,0.3636,0,0,yodev.net,legit
19,0,0,0.4,0,0,americanairlines.cl,legit
11,0,0,0.2857,0,0,stylight.at,legit
16,0,0,0.381,0,0,myccmortgage.com,legit
15,0,0,0.3,0,0,hempiregame.net,legit
18,0,0,0.2609,0,0,fabrikabaskida.com,legit
21,0,0,0.3846,0,0,floridahomefinder.com,legit
6,0,0,0.2857,0,0,cp.net,legit
39,0,0,0.0,0,1,www.instagramsupportverify.blogspot.com,phishing
16,0,0,0.5263,0,0,tallmenshoes.com,legit
20,0,0,0.3077,0,0,medicaldictionary.ru,legit
6,1,0,0.2222,0,0,4th.kr,legit
7,0,0,0.1538,0,0,mwuu.cc,legit
13,0,1,0.4,0,0,india-pay.net,legit
