length,digits,hyphens,brand_sim,suspicious_tld,keywords,domain,label
27,0,0,0.3478,0,1,facebookloginf.blogspot.com,phishing
14,0,0,0.4706,0,0,axainwestuj.pl,legit
17,0,1,0.3636,0,0,mtu-solutions.com,legit
18,0,1,0.3077,0,0,basil-kt.github.io,phishing
10,0,0,0.3333,0,0,xfzyxl.com,legit
14,0,0,0.3333,0,0,almashhad.news,legit
12,0,0,0.3529,0,0,russlyon.com,legit
20,2,0,0.1818,0,0,bc4e2b.icefactory.cl,phishing
12,1,0,0.1429,0,0,z9uwijiy.com,legit
20,5,0,0.0,0,0,200b30.icefactory.cl,phishing
7,0,0,0.1538,0,0,ucdb.br,legit
7,0,0,0.3333,0,0,tdw.com,legit
14,0,0,0.3158,0,0,betifybett.com,legit
11,0,0,0.3077,0,0,latisys.net,legit
15,0,0,0.3333,0,0,liteservice.net,legit
13,0,0,0.3529,0,0,raidrush.info,legit
8,0,0,0.1538,0,0,wkdq.com,legit
23,0,1,0.4,0,0,eu-ledgrlives.pages.dev,phishing
13,0,0,0.3333,0,0,haosuzhou.net,legit
14,0,0,0.375,0,0,toonopedia.com,legit
13,0,0,0.625,0,0,hipposport.de,legit
16,0,0,0.381,0,0,hondaeforums.com,legit
15,0,1,0.3529,0,0,anywheel-oo.com,legit
17,0,0,0.3333,0,0,fardavida.monster,legit
14,0,0,0.4706,0,0,westgroupe.com,legit
28,0,3,0.32,0,0,desktp-ledgr--live.pages.dev,phishing
9,0,0,0.3333,0,0,webnet.fr,legit
14,0,0,0.375,0,0,everylinks.com,legit
16,2,2,0.2857,0,0,awsdns-cn-11.biz,legit
18,1,0,0.4211,0,0,zee7industrys.shop,legit
10,0,0,0.4615,0,0,klyver.cfd,legit
7,0,0,0.2,0,0,udsu.ru,legit
14,0,0,0.3529,0,0,portomenaje.cl,legit
14,1,0,0.4,0,0,rpvip3tech.com,legit
14,0,0,0.4286,0,0,novalar.com.br,legit
10,0,0,0.375,0,0,morecon.jp,legit
8,2,0,0.2222,0,0,k20a.org,legit
9,0,1,0.3636,0,0,i-teh.com,legit
16,3,0,0.2222,0,0,velkigames365.cc,legit
19,0,0,0.3636,0,0,londonbingoworks.uk,legit
10,0,0,0.5,0,0,adcint.net,legit
19,0,1,0.4167,0,0,cartoon-xxxtube.com,legit
14,0,0,0.3529,0,0,hauction.co.kr,legit
11,0,0,0.375,0,0,josporn.com,legit
18,0,0,0.4,0,0,terrapalacebase.nl,legit
9,0,0,0.2857,0,0,ducks.tel,legit
18,0,0,0.4762,0,0,realmarenaprox.com,legit
11,0,0,0.5333,0,0,icrown.asia,legit
18,0,1,0.3636,0,0,omni-commerce.info,legit
22,0,0,0.4286,0,0,redefiningstandards.eu,legit
21,0,0,0.2609,0,0,oldnewspublishing.com,legit
13,0,1,0.4211,0,0,just-sound.de,legit
28,0,0,0.2857,0,1,facebooklogincc.blogspot.com,phishing
16,0,1,0.4211,0,0,epikur-portal.de,legit
13,0,0,0.375,0,0,pauddasmen.id,legit
11,0,0,0.4615,0,0,prismapp.io,legit
20,0,0,0.3636,0,0,vincentvacations.com,legit
22,0,0,0.2963,0,0,europetranslations.net,phishing
16,0,0,0.381,0,0,lovesconnect.com,legit
13,0,0,0.2857,0,0,skybr.digital,legit
15,0,1,0.381,0,0,onlayn-radio.ru,legit
26,0,0,0.3077,0,0,slotsinsightdailyhub.co.uk,legit
13,0,0,0.2857,0,0,egytbest.live,legit
7,0,0,0.6,0,0,itot.ru,legit
19,0,1,0.381,0,0,shotzcasinos-fi.com,legit
14,1,0,0.4706,0,0,esc2ndrm.space,legit
11,0,0,0.4286,0,0,simontok.vu,legit
10,0,0,0.3333,0,0,topgim.com,legit
9,0,0,0.6667,0,0,nghost.fr,legit
13,2,0,0.1429,0,0,hoakzjc03.com,legit
8,0,0,0.4286,0,0,kmooc.kr,legit
11,0,0,0.3636,0,0,myaxa.co.uk,legit
21,0,0,0.3478,0,0,insolvencynotices.com,legit
20,5,0,0.1333,0,0,273f12.icefactory.cl,phishing
9,0,0,0.3333,0,0,lwldns.de,legit
9,0,0,0.1818,0,0,imgku.vip,legit
23,0,0,0.3571,0,0,briggsstrattonstore.com,legit
16,0,0,0.4762,0,0,amenitydream.com,legit
10,0,0,0.5,0,0,adl.edu.tw,legit
26,0,0,0.3226,0,0,professionalchiptuning.net,legit
16,0,0,0.4444,0,0,poormichelle.com,legit
25,0,2,0.3636,0,0,en-usdesk-ledgr.pages.dev,phishing
20,0,0,0.4615,0,0,stolarstvonamieru.sk,legit
17,0,0,0.4211,0,0,institutedata.com,legit
13,0,0,0.3333,0,0,eotica.com.br,legit
15,0,0,0.4762,0,0,comicscorner.it,legit
9,0,0,0.2,0,0,luzia.com,legit
19,0,0,0.2857,0,0,karavalimunjavu.com,legit
16,0,1,0.5,0,0,ring-stone.co.jp,legit
9,0,0,0.3636,0,0,fiscal.es,legit
14,0,0,0.3077,0,0,heybaji.online,legit
13,0,0,0.375,0,0,shorewall.org,legit
10,0,0,0.2222,0,0,vweb.co.za,legit
7,0,0,0.3077,0,0,blic.rs,legit
23,0,0,0.3077,0,0,brightgamingplatform.nl,legit
11,0,0,0.5,0,0,asangem.com,legit
9,0,0,0.4286,0,0,sugar.org,legit
15,0,0,0.3529,0,0,whichcar.com.au,legit
11,3,0,0.3077,0,0,bone789.fun,legit
28,0,3,0.4,0,0,en-live-ledgre-emn.pages.dev,phishing
25,0,0,0.2857,0,0,clearblackjackstation.com,legit
10,0,0,0.4615,0,0,xgfleet.eu,legit
31,0,3,0.3571,0,0,device-ledgr--desktop.pages.dev,phishing
15,0,0,0.4706,0,0,adexperu.edu.pe,legit
17,3,0,0.3158,1,0,blackbull789.buzz,legit
14,0,0,0.4,0,0,mycareernet.co,legit
10,0,0,0.4615,0,0,forseti.is,legit
23,0,0,0.3571,0,0,windhamnewhampshire.com,legit
9,0,0,0.4,0,0,pentax.eu,legit
9,0,0,0.6667,0,0,pwhost.de,legit
11,0,0,0.375,0,0,stackit.com,legit
7,0,0,0.3333,0,0,ran.org,legit
26,0,2,0.25,0,0,wildpark-schwarze-berge.de,legit
15,1,0,0.3333,0,0,india4ticket.in,legit
25,3,1,0.2963,0,0,serving-technology003.com,legit
35,0,0,0.3571,0,1,instagramsupportverify.blogspot.com,phishing
14,0,0,0.5,0,0,audiodosit.com,legit
10,0,0,0.2857,0,0,nexux.site,legit
23,0,0,0.4286,0,0,cupcakesandcashmere.com,legit
11,0,0,0.2857,0,0,oborniki.pl,legit
11,0,0,0.2857,0,0,koebhund.dk,legit
9,0,0,0.3636,0,0,hjdns.net,legit
15,0,0,0.4444,0,0,filterforge.com,legit
17,0,0,0.3636,0,0,thegamereview.org,legit
14,0,0,0.4211,0,0,drollmotes.com,legit
20,5,0,0.1333,0,0,38196c.icefactory.cl,phishing
10,0,0,0.2857,0,0,redbull.sn,legit
13,0,0,0.4,0,0,pakoworld.com,legit
12,4,0,0.3077,0,0,m5f0p43p.com,legit
17,0,0,0.4,0,0,londoncoingate.uk,legit
10,0,0,0.3333,0,0,tdu.edu.vn,legit
14,4,0,0.2667,0,0,social1776.com,legit
37,8,4,0.1212,0,0,whg9d-pbzq-b52s-wd7458-x0wg.pages.dev,phishing
11,0,0,0.5,0,0,satyrra.com,legit
12,0,0,0.2222,0,0,fedi.monster,legit
20,2,0,0.5,0,0,overhole70.github.io,phishing
16,0,0,0.3158,0,0,karmaayurveda.in,legit
17,0,0,0.0,0,0,www.roblox.com.bi,phishing
11,7,0,0.0,0,0,8440789.com,legit
8,0,0,0.3636,0,0,webge.fr,legit
13,0,0,0.2222,0,0,bubudoufu.com,legit
10,0,0,0.3333,0,0,okdesk.com,legit
18,0,0,0.3478,0,0,highlandscable.net,legit
9,0,0,0.3636,0,0,sbgtv.com,legit
17,0,1,0.3636,0,0,konstanz-info.com,legit
13,0,1,0.3636,0,0,ad-oil.com.ua,legit
19,0,0,0.5,0,0,sugarandsparrow.com,legit
18,0,0,0.3529,0,0,expediataap.com.au,legit
9,0,0,0.4,0,0,mybiat.tn,legit
14,0,0,0.4211,0,0,tndueaqzjk.net,legit
18,0,0,0.5217,0,0,arnoldrenderer.com,legit
6,0,0,0.1667,0,0,bmw.az,legit
21,0,0,0.3636,0,0,guest.gobbledygook.uk,phishing
12,0,0,0.4706,0,0,aksaxena.com,legit
32,0,3,0.3571,0,0,crypto-ledgr-logn-live.pages.dev,phishing
13,0,0,0.3529,0,0,hackerwars.io,legit
22,1,0,0.3704,0,0,unity3dusercontent.com,legit
12,0,0,0.4444,0,0,metpromko.kg,legit
10,0,0,0.4615,0,0,regnow.com,legit
13,4,0,0.4211,0,0,mrsolo5323.ir,legit
9,1,0,0.3077,0,0,d4sell.ir,legit
12,0,0,0.4286,0,0,vapoteuse.fr,legit
20,1,0,0.3636,0,0,bf9aef.icefactory.cl,phishing
10,0,0,0.3333,0,0,avbokep.cc,legit
20,0,0,0.32,0,0,homemoroccanrugs.com,legit
10,0,0,0.3333,0,0,bobrex.now,legit
13,0,0,0.3333,0,0,figlia.com.ph,legit
10,4,0,0.3077,0,0,04ao88.com,legit
18,0,0,0.4,0,0,pampersrewards.com,legit
21,0,0,0.3846,0,0,driverscollection.com,legit
16,0,0,0.4444,0,0,ewaypayments.com,legit
11,0,0,0.2857,0,0,ttpforum.de,legit
10,0,0,0.1818,0,0,ribili.com,legit
8,0,0,0.3077,0,0,znak.com,legit
12,0,0,0.6,0,0,rappi.com.co,legit
10,2,0,0.2667,0,0,spd88c.com,legit
16,0,1,0.5714,0,0,standart-dns.com,legit
8,0,0,0.3636,0,0,hoeco.at,legit
13,0,0,0.5263,0,0,vetandlife.ru,legit
35,3,2,0.2,0,0,tubular-zuccutto-4a99cf.netlify.app,phishing
14,0,0,0.4211,0,0,quickstart.com,legit
9,0,0,0.3636,0,0,mdlr.tech,legit
13,3,0,0.0,0,0,www.j132l.vip,phishing
18,0,0,0.381,0,0,goldenpulsebase.nl,legit
16,0,0,0.375,0,0,teleleste.net.br,legit
8,0,0,0.3636,0,0,kidsy.co,legit
14,0,0,0.3158,0,0,dnsdynamic.com,legit
13,0,0,0.4615,0,0,karamel.co.il,legit
18,1,0,0.2857,0,0,job4freshers.co.in,legit
8,0,0,0.3077,1,0,tfla.xyz,legit
14,0,0,0.5,0,0,grandeagle.org,legit
8,1,0,0.4,0,0,ipv6.one,legit
20,0,0,0.4211,0,0,pactosolucoes.com.br,legit
31,5,4,0.2581,0,0,xn--80aaaoea1ebkq6dxec.xn--p1ai,legit
9,0,0,0.4444,0,0,fpln.site,legit
20,0,1,0.24,0,0,councilbluffs-ia.gov,legit
12,0,0,0.4286,0,0,gstoyota.com,legit
14,3,0,0.375,0,0,nt4lwst7f9.cfd,legit
10,0,0,0.3333,0,0,rbcode.net,phishing
27,0,2,0.4348,0,0,eng-doc-ledgrlive.pages.dev,phishing
9,1,1,0.3333,0,0,lah-a2.de,legit
29,2,0,0.2963,0,0,k20mdqylhqdeicqury.vercel.app,phishing
12,0,0,0.2857,0,0,gizmovzw.com,legit
9,0,0,0.5,0,0,zerlo.net,legit
25,0,2,0.4545,0,0,donw-load-ledgr.pages.dev,phishing
9,1,0,0.1429,0,0,kw5fx.com,legit
15,0,0,0.3333,0,0,elorengiyim.com,legit
9,0,0,0.4,0,0,calmu.edu,legit
18,2,0,0.1429,0,0,oxqxbk60.pages.dev,phishing
20,2,0,0.3478,0,0,julianoalvaroz12.com,legit
45,6,3,0.1951,0,0,pynkj7agpxo-wlzgbmja-5p8m0c-pynk96c.pages.dev,phishing
15,0,0,0.3529,0,0,doubleclick.net,legit
13,0,0,0.4444,0,0,sportdata.org,legit
12,0,0,0.4,0,0,muepetro.com,legit
10,0,0,0.25,0,0,audibkk.de,legit
13,0,0,0.3333,0,0,superfuli.com,legit
9,0,0,0.3636,0,0,mega.page,legit
19,0,0,0.2727,0,0,punjabimoviez.space,legit
12,0,0,0.4286,0,0,debenvale.uk,phishing
23,0,0,0.3333,0,0,moderndigitalblog.co.uk,legit
15,0,0,0.4,0,0,reaganudall.org,legit
14,0,0,0.4444,0,0,cablevision.at,legit
16,3,0,0.4,0,0,casino072.online,legit
17,0,0,0.3636,0,0,cardiffcastle.com,legit
14,5,0,0.25,0,0,refpa67696.com,legit
20,0,0,0.3846,0,0,atraccionenlazona.mx,legit
18,0,0,0.375,0,0,georisques.gouv.fr,legit
15,0,0,0.4,0,0,rentpayment.com,legit
9,0,0,0.3333,0,0,evozi.com,legit
15,0,1,0.4444,0,0,emploi-store.fr,legit
10,0,0,0.375,0,0,searchy.us,legit
8,0,0,0.4615,0,0,wtae.com,legit
18,0,0,0.3478,0,0,switchboardcms.com,legit
7,0,0,0.4,0,0,bigl.ua,legit
14,0,0,0.4706,0,0,planetahost.ru,legit
13,0,0,0.4211,0,0,gatedsweep.ru,legit
13,0,0,0.375,0,0,boozebuddy.de,legit
11,0,0,0.3529,0,0,behemoth.pl,legit
14,0,0,0.25,0,0,qudobeauty.com,legit
11,0,0,0.4,0,0,iusm.edu.ar,legit
12,1,0,0.2857,0,0,coc2arab.com,legit
9,0,0,0.2857,0,0,coryd.dev,legit
19,0,1,0.3478,0,0,stilles-oertchen.de,phishing
15,0,0,0.5882,0,0,playplayfun.com,legit
13,0,0,0.5333,0,0,transport.cat,legit
20,0,0,0.3636,0,0,srichinmoycentre.org,legit
14,0,0,0.5,0,0,constel.net.br,legit
28,0,0,0.0,0,0,www.pastijosjis.blogspot.com,phishing
11,0,0,0.4286,0,0,ororo.co.kr,legit
11,0,0,0.375,0,0,narcity.com,legit
9,0,0,0.4,0,0,pixil.art,legit
13,0,0,0.4,0,0,carpartas.com,legit
41,2,4,0.3,0,0,sp12ct-zelmor-biz-fradek-lormik.pages.dev,phishing
15,0,0,0.5,0,0,anzenberger.com,legit
15,0,0,0.4211,0,0,hofmeister.shop,legit
12,0,0,0.3529,0,0,sexarbda.com,legit
9,0,0,0.3333,0,0,arwrk.net,legit
9,2,0,0.2,0,0,pub88.fyi,legit
11,0,0,0.375,0,0,eszoneo.com,legit
9,0,0,0.2857,0,0,ruufe.com,legit
14,0,0,0.4,0,0,emmarelief.com,legit
31,1,0,0.3077,0,0,cookingwithsoniaweb3.vercel.app,phishing
25,0,0,0.4,0,0,blackandbluedirectory.com,legit
12,0,0,0.3077,0,0,massbike.org,legit
12,0,0,0.4286,0,0,lusainfo.com,legit
10,0,0,0.3636,0,0,tovala.com,legit
10,0,0,0.3333,0,0,frogdr.com,legit
8,0,0,0.4444,0,0,apog.com,legit
14,0,0,0.3158,0,0,thetoyshop.com,legit
12,0,0,0.4615,0,0,alpsview.com,legit
12,1,0,0.4286,0,0,1toplayn.com,legit
13,0,1,0.375,0,0,osaka-u.ac.jp,legit
20,0,0,0.48,0,0,floridapanhandle.com,legit
14,0,0,0.3529,0,0,movetech.co.ke,legit
13,0,0,0.4706,0,0,autoline.link,legit
11,3,0,0.3077,0,0,wl500g.info,legit
38,7,4,0.2162,0,0,1yvg-21tct-muh901-doxs-t1lgi.pages.dev,phishing
28,0,0,0.303,0,0,virginiabeachattractions.net,legit
12,0,0,0.4,0,0,colorwise.me,legit
15,0,0,0.381,0,0,bearrobotics.ai,legit
25,0,0,0.3704,0,0,dicionariocriativo.com.br,legit
13,0,0,0.4211,0,0,sintelcgil.it,legit
25,0,2,0.3636,0,0,enus-desk-ledgr.pages.dev,phishing
10,0,0,0.375,0,0,locanto.me,legit
10,0,0,0.4615,0,0,acocgr.org,legit
9,0,0,0.3077,0,0,buzzer.uk,phishing
11,0,0,0.4615,0,0,fujispo.com,legit
13,0,0,0.0,0,0,www.roblox.et,phishing
10,0,0,0.4444,0,0,sos.com.co,legit
14,1,2,0.4211,0,0,taifu-n-d3.com,legit
6,0,0,0.3333,0,0,mim.id,legit
27,0,0,0.3846,0,0,justiceinspectorates.gov.uk,legit
44,7,3,0.15,0,0,cvqgs88lkwg-wtrkbplx-3h2h9g-cvq17w.pages.dev,phishing
16,2,0,0.2857,0,0,pkr98game.net.pk,legit
23,0,1,0.4,0,0,eng-ledgerapp.pages.dev,phishing
8,0,0,0.4615,0,0,ncte.org,legit
12,0,0,0.4286,0,0,zlongame.com,legit
39,8,4,0.2105,0,0,usg-23up4-mcea1t-2e7cp-g6tdd6.pages.dev,phishing
14,2,0,0.4286,1,0,10casino.click,legit
20,0,0,0.48,0,0,elcapitantheatre.com,legit
32,0,3,0.3448,0,0,en-ledgr-hardware-shop.pages.dev,phishing
14,0,0,0.375,0,0,tubepatrol.pro,legit
17,0,0,0.3636,0,0,yunomorionsen.com,legit
7,0,0,0.4444,0,0,xlre.fr,legit
18,0,0,0.4348,0,0,justgreatcards.com,legit
14,0,0,0.5,0,0,taconet.com.tw,legit
23,0,0,0.3077,0,0,firearmlegaldefence.com,legit
15,0,0,0.4444,0,0,starbucks.co.jp,legit
9,0,0,0.3333,0,0,taskia.es,legit
13,0,0,0.5,0,0,tiptop.com.br,legit
28,0,0,0.3333,0,1,loginmyfacebook.blogspot.com,phishing
8,0,0,0.2,0,0,vidm.org,legit
14,0,0,0.4,0,0,zippyshare.com,legit
14,0,0,0.5,0,0,wagercenter.nl,legit
20,0,0,0.6087,0,0,testcontainers.cloud,legit
12,0,0,0.5333,0,0,geoconnex.us,legit
12,0,0,0.375,0,0,besogontv.ru,legit
13,0,0,0.0,0,0,www.roblox.ly,phishing
14,0,0,0.4211,0,0,underbizco.com,legit
22,0,0,0.3636,0,0,completelyretail.co.uk,legit
15,0,1,0.5556,0,0,por-alegria.com,legit
38,4,3,0.2162,0,0,nerveta-kxt-zorquni-c4x8fc73.pages.dev,phishing
12,0,1,0.4,0,0,my-egret.com,legit
24,0,0,0.2759,0,0,virtualizationreview.com,legit
11,0,1,0.4615,0,0,fx-list.com,legit
20,0,1,0.4,0,0,kaneko-hannosuke.com,legit
13,0,0,0.4,0,0,letsignit.com,legit
19,0,0,0.3636,0,0,smarttechblog.co.uk,legit
9,2,0,0.2,0,0,pgv55.com,legit
10,0,0,0.3333,0,0,ouxuxs.com,legit
19,0,0,0.5263,0,0,moonglowkorea.co.kr,legit
21,0,0,0.4211,0,0,hwidanzban.vercel.app,phishing
16,3,0,0.3158,0,0,hebrewpod101.com,legit
18,0,0,0.381,0,0,omnicalculator.com,legit
16,2,0,0.375,0,0,usa33proves.shop,legit
13,0,0,0.3333,0,0,hmuchurch.com,legit
16,2,0,0.4,0,0,90discounts.site,legit
16,0,0,0.3636,0,0,ozorafestival.eu,legit
14,0,0,0.7059,0,0,alegrazone.com,legit
14,1,0,0.375,1,0,moon7pains.top,legit
13,0,0,0.4,0,0,edmilenio.com,legit
15,0,0,0.375,0,0,peppershops.com,legit
13,0,0,0.4286,0,0,altprices.com,legit
10,1,0,0.3333,0,0,kn6tyf.com,legit
9,0,0,0.5,0,0,listed.to,legit
13,2,0,0.2857,0,0,vodka2e0f.com,legit
16,0,0,0.3333,0,0,jtexpress.com.br,legit
17,1,0,0.3529,0,0,g7juridico.com.br,legit
12,0,0,0.4,1,0,reslerti.top,phishing
11,1,0,0.3333,0,0,ovabet9.com,legit
17,0,0,0.3333,0,0,liquor.vic.gov.au,legit
13,0,0,0.3158,0,0,mobilmusic.ru,legit
11,0,0,0.4286,0,0,webhero.com,legit
13,0,0,0.3333,0,0,bdsmporno.org,legit
35,0,0,0.3226,0,1,instagramloginpassword.blogspot.com,phishing
14,0,0,0.3158,0,0,riverdance.com,legit
12,0,0,0.4286,0,0,simsehat.com,legit
16,0,0,0.3636,0,0,braunzimmerei.de,phishing
27,0,0,0.5,0,0,ambillsaweranguru.yvk.my.id,phishing
13,0,0,0.4444,0,0,bandarsub.com,legit
9,0,0,0.4,0,0,alynx.net,legit
42,1,2,0.2632,0,0,facebook-verification-system4.blogspot.com,phishing
17,0,0,0.0,0,0,www.roblox.com.ml,phishing
21,0,0,0.3077,0,0,beresfordresearch.com,legit
16,0,0,0.3529,0,0,appconfighub.com,legit
13,2,0,0.3333,0,0,modooav16.com,legit
32,0,2,0.3448,0,0,dextop-ledgrrcom-start.pages.dev,phishing
10,0,0,0.2667,0,0,tewnbl.com,legit
10,0,0,0.4615,0,0,azrotv.com,legit
13,0,0,0.4,0,0,mobiledit.com,legit
5,1,0,0.25,0,0,g5.lu,phishing
20,0,0,0.2857,0,0,webaphodd.zapier.app,phishing
15,0,0,0.375,0,0,fieldsupply.com,legit
15,0,0,0.3529,0,0,gloriumtech.com,legit
12,0,1,0.3077,0,0,v-comply.com,legit
23,0,0,0.3448,0,0,marinedieselservices.uk,phishing
15,0,0,0.3,0,0,thesidedeck.com,legit
17,0,0,0.3,0,0,betterdiscord.app,legit
21,0,2,0.3077,0,0,the-pasta-project.com,legit
11,0,0,0.4286,0,0,monopoly.ru,legit
11,0,0,0.3529,0,0,fortnine.ca,legit
9,1,0,0.2,0,0,kl9tu.com,legit
38,4,3,0.2162,0,0,telvoro-kxt-farqora-a9x2fc74.pages.dev,phishing
21,0,0,0.3333,0,0,baltimorefishbowl.com,legit
11,0,0,0.3529,0,0,handbook.hu,legit
9,0,0,0.1667,0,0,jxqszy.cn,legit
9,0,0,0.5,0,0,norisk.gg,legit
9,0,0,0.3077,0,0,weride.ai,legit
7,0,0,0.4,0,0,toon.ch,legit
9,0,0,0.3333,0,0,difesa.mx,legit
18,0,0,0.381,0,0,celestinehotels.jp,legit
16,0,1,0.3333,0,0,hollow-press.net,legit
37,0,0,0.381,0,0,videoblocktz.fordairductcleaning.info,phishing
9,0,0,0.4,0,0,vtrend.it,legit
15,0,0,0.5263,0,0,manhwaland.land,legit
17,0,0,0.4545,0,0,bisecthosting.com,legit
8,0,0,0.2,0,0,fiuu.com,legit
12,0,0,0.5,0,0,lembstroy.ru,legit
10,0,0,0.5455,0,0,vwapps.run,legit
10,0,0,0.4615,0,0,zaropo.com,legit
22,0,0,0.2963,0,0,dramazaptssrevenge.com,legit
10,0,0,0.3636,0,0,simpli.com,legit
19,0,1,0.32,0,0,interreg-central.eu,legit
25,0,0,0.3333,0,0,elalmacenfotovoltaico.com,legit
9,0,0,0.3636,0,0,kkday.com,legit
12,0,0,0.5,0,0,etexgroup.fr,legit
20,3,0,0.1818,0,0,ef691c.icefactory.cl,phishing
24,0,0,0.4,0,0,janbuddinggrondwerken.nl,legit
12,0,0,0.4,0,0,mobylines.de,legit
15,0,0,0.3,0,0,cthuwebdice.com,legit
9,0,0,0.3636,0,0,gomtv.com,legit
21,0,0,0.4,0,0,plbimportadora.com.br,legit
18,0,2,0.3478,0,0,board-of-metal.org,legit
8,0,0,0.3077,0,0,nvca.org,legit
11,7,0,0.0,1,0,0233233.xyz,legit
15,0,0,0.5,0,0,bigcasinoit.com,legit
19,0,1,0.5,0,0,en-ledgre.pages.dev,phishing
14,0,0,0.4,0,0,pledgebank.com,legit
11,0,1,0.375,0,0,k-arena.com,legit
9,0,0,0.2857,0,0,frick.org,legit
16,0,0,0.381,0,0,tdsecurities.com,legit
16,0,0,0.3333,0,0,codingninjas.com,legit
21,0,0,0.3333,0,1,securedlegaltitle.com,legit
38,4,3,0.1765,0,0,norqumi-kxt-belfavi-a1x4fc89.pages.dev,phishing
14,0,0,0.4211,0,0,socialwoot.com,legit
18,0,0,0.3478,0,0,sexymaturepics.com,legit
10,0,0,0.3077,0,0,usbr.ac.id,legit
9,0,0,0.2857,0,0,bifff.net,legit
15,3,0,0.3158,0,0,pt188gacor.site,legit
17,0,1,0.4348,0,0,sfn-developers.eu,legit
12,0,0,0.2667,0,0,fietsbieb.be,legit
10,0,0,0.3333,0,0,zglsfw.com,legit
25,3,0,0.25,0,0,primetradung221.github.io,phishing
14,0,1,0.375,0,0,pole-emploi.fr,legit
8,2,0,0.2222,0,0,lu88.run,legit
9,0,0,0.3333,0,0,boyaca.es,legit
20,5,0,0.1333,0,0,3889c5.icefactory.cl,phishing
20,0,0,0.3,0,0,betoholictrack.space,legit
10,0,0,0.3077,0,0,unicaja.es,legit
26,0,2,0.3871,0,0,minecraft-servers-list.org,legit
20,0,0,0.4211,0,0,thedailyangle.online,phishing
11,0,0,0.2857,0,0,kolumbus.no,legit
16,0,1,0.4444,0,0,gayporn-case.com,legit
20,0,0,0.3478,0,0,manglikmatrimony.com,legit
8,0,0,0.4,0,0,bowl.com,legit
13,3,0,0.2222,0,0,vgfutu290.com,legit
28,0,0,0.2759,0,0,philippineenergylawterms.com,legit
11,0,0,0.375,0,0,opentor.org,legit
12,0,0,0.4615,0,0,cilsales.net,legit
12,0,0,0.4286,0,0,vsimpptx.com,legit
13,0,0,0.4211,0,0,aroundtown.de,legit
11,1,0,0.4615,0,0,s1ot.casino,legit
19,0,1,0.2857,0,0,coinbase-lidiya.com,phishing
12,0,0,0.4286,0,0,kokogiak.com,legit
42,0,0,0.3684,0,0,increasefollowersforinstagram.blogspot.com,phishing
15,0,1,0.4615,0,0,yale-nus.edu.sg,legit
19,0,0,0.4,0,0,summitwagerhouse.nl,legit
10,0,0,0.4,0,0,simify.com,legit
8,2,0,0.2,0,0,eld88.us,legit
8,0,0,0.2,0,0,wkrg.com,legit
7,0,0,0.25,0,0,lnk.ink,phishing
8,0,0,0.4,0,0,mlin.net,legit
9,0,0,0.4286,0,0,camio.com,legit
17,0,1,0.3636,0,0,caravan-salon.com,legit
14,0,0,0.3158,0,0,briskaudio.com,legit
13,0,0,0.4,0,0,fencingtv.com,legit
14,0,0,0.5,0,0,panaloclub.com,legit
22,1,2,0.3077,0,0,smallhold-hosting-6.nl,legit
10,0,0,0.3077,0,0,youtube.ng,legit
16,0,0,0.2857,0,0,assuretamash.com,legit
21,0,0,0.3077,0,0,smak.scfrholdings.com,phishing
10,2,0,0.3077,0,0,naomi24.ua,legit
45,8,3,0.1905,0,0,pynkj311lkw-wlzgbwur-5m4m9b-pynk64p.pages.dev,phishing
16,0,0,0.3529,0,0,avsfencing.co.uk,legit
25,0,0,0.3704,0,0,adventuresinphotoshop.com,legit
12,0,0,0.5882,0,0,vanasser.net,legit
15,0,0,0.3333,0,0,gitesdarmor.com,legit
15,0,0,0.3529,0,0,betvipempire.us,legit
9,0,0,0.4,0,0,iajee.com,legit
31,0,3,0.3333,0,0,en-us-desktop-ledgerr.pages.dev,phishing
11,3,0,0.3333,0,0,777shal.com,legit
26,0,0,0.2581,0,0,theconstructioncompany.org,legit
18,0,0,0.3333,0,0,confcooperative.it,legit
19,0,0,0.4167,0,0,simplepdfreader.net,legit
18,0,1,0.3,0,0,pettime-petcare.uk,phishing
11,0,0,0.4706,0,0,atthalin.fr,legit
28,0,1,0.2581,0,0,rheinische-scheidestaette.de,legit
18,1,0,0.3529,0,0,jartd5wn.pages.dev,phishing
10,0,0,0.3636,0,0,petssl.com,legit
10,0,0,0.2222,0,0,sjc.com.vn,legit
12,0,0,0.4706,0,0,urbanair.com,legit
8,2,0,0.2,0,0,m28n.net,legit
13,0,0,0.4211,0,0,konjedland.ir,legit
24,0,0,0.3448,0,0,darkmarketsdirectory.com,legit
15,0,1,0.4,0,0,ace-hosting.com,legit
12,0,0,0.375,0,0,sleepshop.ua,legit
26,0,0,0.3077,0,0,oxfordresearchgroup.org.uk,legit
12,0,0,0.4,0,0,esspl.com.pk,legit
21,0,0,0.2667,0,0,frespacsh.frbg.web.id,phishing
29,3,0,0.2727,0,1,facebooklogin239.blogspot.com,phishing
7,0,0,0.3077,0,0,wndn.de,legit
11,0,0,0.6,0,0,april.co.il,legit
12,4,0,0.4286,0,0,1010wins.com,legit
17,1,0,0.4211,0,0,1stpaygateway.net,legit
60,5,3,0.2632,0,0,limitbase-entitlementscompany.s3.us-east-005.backblazeb2.com,phishing
25,0,0,0.3571,0,0,swiftcoverinsurance.co.uk,legit
10,0,0,0.5,0,0,mpamag.com,legit
